week_start_date,product_id,store_id,region,units_sold,revenue,promotion_flag,promotion_type,discount_pct
2025-01-27,P011,S011,South,150,8824.5,0,,0.0
2025-01-27,P011,S012,South,154,9059.82,0,,0.0
2025-01-27,P011,S013,South,263,15472.29,0,,0.0
2025-01-27,P011,S014,South,188,11060.04,0,,0.0
2025-01-27,P011,S015,South,64,3765.12,0,,0.0
2025-01-27,P011,S016,South,231,13589.73,0,,0.0
2025-01-27,P011,S017,South,126,7412.58,0,,0.0
2025-01-27,P011,S018,East,81,4765.23,0,,0.0
2025-01-27,P011,S019,East,70,4118.1,0,,0.0
2025-01-27,P011,S020,East,106,6235.98,0,,0.0
2025-01-27,P011,S021,East,160,9412.8,0,,0.0
2025-01-27,P011,S022,East,109,6412.47,0,,0.0
2025-01-27,P011,S023,East,197,10279.9,1,Price Cut,11.3
2025-01-27,P011,S024,West,86,5059.38,0,,0.0
2025-01-27,P011,S025,West,193,11206.59,1,Display Feature,1.3
2025-01-27,P011,S026,West,153,9000.99,0,,0.0
2025-01-27,P011,S027,West,189,11118.87,0,,0.0
2025-01-27,P011,S028,West,72,4235.76,0,,0.0
2025-01-27,P011,S029,West,160,7652.61,1,Bundle,18.7
2025-01-27,P011,S030,West,167,9824.61,0,,0.0
2025-01-27,P012,S001,North,78,5792.28,0,,0.0
2025-01-27,P012,S002,North,182,11433.96,1,Bundle,15.4
2025-01-27,P012,S003,North,110,8168.6,0,,0.0
2025-01-27,P012,S004,North,95,7054.7,0,,0.0
2025-01-27,P012,S005,North,93,6906.18,0,,0.0
2025-01-27,P012,S006,North,45,3341.7,0,,0.0
2025-01-27,P012,S007,North,57,4232.82,0,,0.0
2025-01-27,P012,S008,North,66,4773.73,1,Display Feature,2.6
2025-01-27,P012,S009,South,34,2524.84,0,,0.0
2025-01-27,P012,S010,South,61,4529.86,0,,0.0
2025-01-27,P012,S011,South,160,11881.6,0,,0.0
2025-01-27,P012,S012,South,63,4678.38,0,,0.0
2025-01-27,P012,S013,South,105,7797.3,0,,0.0
2025-01-27,P012,S014,South,134,9950.84,0,,0.0
2025-01-27,P012,S015,South,35,2599.1,0,,0.0
2025-01-27,P012,S016,South,132,8214.34,1,Price Cut,16.2
2025-01-27,P012,S017,South,79,5866.54,0,,0.0
2025-01-27,P012,S018,East,33,2450.58,0,,0.0
2025-01-27,P012,S019,East,54,4010.04,0,,0.0
2025-01-27,P012,S020,East,62,4604.12,0,,0.0
2025-01-27,P012,S021,East,75,5569.5,0,,0.0
2025-01-27,P012,S022,East,33,2450.58,0,,0.0
2025-01-27,P012,S023,East,67,4975.42,0,,0.0
2025-01-27,P012,S024,West,41,3044.66,0,,0.0
2025-01-27,P012,S025,West,72,5346.72,0,,0.0
2025-01-27,P012,S026,West,120,6799.25,1,Bundle,23.7
2025-01-27,P012,S027,West,100,7426.0,0,,0.0
2025-01-27,P012,S028,West,39,2896.14,0,,0.0
2025-01-27,P012,S029,West,35,2599.1,0,,0.0
2025-01-27,P012,S030,West,112,6953.11,1,Price Cut,16.4
2025-01-27,P013,S001,North,109,5888.18,0,,0.0
2025-01-27,P013,S002,North,110,5942.2,0,,0.0
2025-01-27,P013,S003,North,117,6320.34,0,,0.0
2025-01-27,P013,S004,North,104,5618.08,0,,0.0
2025-01-27,P013,S005,North,144,7452.17,1,Display Feature,4.2
2025-01-27,P013,S006,North,52,2809.04,0,,0.0
2025-01-27,P013,S007,North,51,2755.02,0,,0.0
2025-01-27,P013,S008,North,83,4483.66,0,,0.0
2025-01-27,P013,S009,South,49,2646.98,0,,0.0
2025-01-27,P013,S010,South,39,2106.78,0,,0.0
2025-01-27,P013,S011,South,173,7242.73,1,Bundle,22.5
2025-01-27,P013,S012,South,40,2160.8,0,,0.0
2025-01-27,P013,S013,South,79,4267.58,0,,0.0
2025-01-27,P013,S014,South,98,5293.96,0,,0.0
2025-01-27,P013,S015,South,40,2160.8,0,,0.0
2025-01-27,P013,S016,South,141,7616.82,0,,0.0
2025-01-27,P013,S017,South,63,3403.26,0,,0.0
2025-01-27,P013,S018,East,40,2160.8,0,,0.0
2025-01-27,P013,S019,East,46,2484.92,0,,0.0
2025-01-27,P013,S020,East,67,3619.34,0,,0.0
2025-01-27,P013,S021,East,84,4537.68,0,,0.0
2025-01-27,P013,S022,East,37,1942.78,1,Display Feature,2.8
2025-01-27,P013,S023,East,67,3619.34,0,,0.0
2025-01-27,P013,S024,West,41,2214.82,0,,0.0
2025-01-27,P013,S025,West,61,3295.22,0,,0.0
2025-01-27,P013,S026,West,47,2538.94,0,,0.0
2025-01-27,P013,S027,West,93,5023.86,0,,0.0
2025-01-27,P013,S028,West,27,1458.54,0,,0.0
2025-01-27,P013,S029,West,42,2268.84,0,,0.0
2025-01-27,P013,S030,West,104,5618.08,0,,0.0
2025-01-27,P014,S001,North,35,433.65,0,,0.0
2025-01-27,P014,S002,North,71,453.92,1,BOGO,48.4
2025-01-27,P014,S003,North,33,408.87,0,,0.0
2025-01-27,P014,S004,North,46,569.94,0,,0.0
2025-01-27,P014,S005,North,39,483.21,0,,0.0
2025-01-27,P014,S006,North,15,185.85,0,,0.0
2025-01-27,P014,S007,North,13,161.07,0,,0.0
2025-01-27,P014,S008,North,35,433.65,0,,0.0
2025-01-27,P014,S009,South,14,168.08,1,Display Feature,3.1
2025-01-27,P014,S010,South,9,111.51,0,,0.0
2025-01-27,P014,S011,South,35,433.65,0,,0.0
2025-01-27,P014,S012,South,16,191.7,1,Display Feature,3.3
2025-01-27,P014,S013,South,34,421.26,0,,0.0
2025-01-27,P014,S014,South,53,656.67,0,,0.0
2025-01-27,P014,S015,South,10,123.9,0,,0.0
2025-01-27,P014,S016,South,41,507.99,0,,0.0
2025-01-27,P014,S017,South,29,359.31,0,,0.0
2025-01-27,P014,S018,East,14,173.46,0,,0.0
2025-01-27,P014,S019,East,9,111.51,0,,0.0
2025-01-27,P014,S020,East,33,408.87,0,,0.0
2025-01-27,P014,S021,East,27,334.53,0,,0.0
2025-01-27,P014,S022,East,9,111.51,0,,0.0
2025-01-27,P014,S023,East,33,408.87,0,,0.0
2025-01-27,P014,S024,West,9,111.51,0,,0.0
2025-01-27,P014,S025,West,30,369.47,1,Display Feature,0.6
2025-01-27,P014,S026,West,23,284.97,0,,0.0
2025-01-27,P014,S027,West,35,433.65,0,,0.0
2025-01-27,P014,S028,West,9,111.51,0,,0.0
2025-01-27,P014,S029,West,9,111.51,0,,0.0
2025-01-27,P014,S030,West,26,322.14,0,,0.0
2025-01-27,P015,S001,North,184,13229.79,1,Bundle,15.5
2025-01-27,P015,S002,North,200,17018.0,0,,0.0
2025-01-27,P015,S003,North,159,13529.31,0,,0.0
2025-01-27,P015,S004,North,271,23059.39,0,,0.0
2025-01-27,P015,S005,North,197,16494.53,1,Display Feature,1.6
2025-01-27,P015,S006,North,102,8366.73,1,Display Feature,3.6
2025-01-27,P015,S007,North,89,7573.01,0,,0.0
2025-01-27,P015,S008,North,257,11065.27,1,BOGO,49.4
2025-01-27,P015,S009,South,73,6211.57,0,,0.0
2025-01-27,P015,S010,South,104,6990.99,1,Bundle,21.0
2025-01-27,P015,S011,South,482,20998.85,1,BOGO,48.8
2025-01-27,P015,S012,South,117,9955.53,0,,0.0
2025-01-27,P015,S013,South,210,17868.9,0,,0.0
2025-01-27,P015,S014,South,164,13954.76,0,,0.0
2025-01-27,P015,S015,South,73,6211.57,0,,0.0
2025-01-27,P015,S016,South,141,11997.69,0,,0.0
2025-01-27,P015,S017,South,129,10438.76,1,Display Feature,4.9
2025-01-27,P015,S018,East,61,5190.49,0,,0.0
2025-01-27,P015,S019,East,49,4169.41,0,,0.0
2025-01-27,P015,S020,East,127,10806.43,0,,0.0
2025-01-27,P015,S021,East,80,6807.2,0,,0.0
2025-01-27,P015,S022,East,65,5530.85,0,,0.0
2025-01-27,P015,S023,East,156,10725.42,1,Bundle,19.2
2025-01-27,P015,S024,West,83,7062.47,0,,0.0
2025-01-27,P015,S025,West,255,21697.95,0,,0.0
2025-01-27,P015,S026,West,212,18039.08,0,,0.0
2025-01-27,P015,S027,West,285,24250.65,0,,0.0
2025-01-27,P015,S028,West,87,7402.83,0,,0.0
2025-01-27,P015,S029,West,106,9019.54,0,,0.0
2025-01-27,P015,S030,West,243,20676.87,0,,0.0
2025-01-27,P016,S001,North,69,3915.75,0,,0.0
2025-01-27,P016,S002,North,96,5448.0,0,,0.0
2025-01-27,P016,S003,North,94,5334.5,0,,0.0
2025-01-27,P016,S004,North,81,4596.75,0,,0.0
2025-01-27,P016,S005,North,95,5391.25,0,,0.0
2025-01-27,P016,S006,North,43,2440.25,0,,0.0
2025-01-27,P016,S007,North,56,3178.0,0,,0.0
2025-01-27,P016,S008,North,65,3688.75,0,,0.0
2025-01-27,P016,S009,South,46,2610.5,0,,0.0
2025-01-27,P016,S010,South,24,1362.0,0,,0.0
2025-01-27,P016,S011,South,105,5958.75,0,,0.0
2025-01-27,P016,S012,South,54,3064.5,0,,0.0
2025-01-27,P016,S013,South,183,5566.49,1,BOGO,46.4
2025-01-27,P016,S014,South,105,5958.75,0,,0.0
2025-01-27,P016,S015,South,36,2043.0,0,,0.0
2025-01-27,P016,S016,South,91,5164.25,0,,0.0
2025-01-27,P016,S017,South,58,3291.5,0,,0.0
2025-01-27,P016,S018,East,30,1697.39,1,Display Feature,0.3
2025-01-27,P016,S019,East,41,1963.78,1,Price Cut,15.6
2025-01-27,P016,S020,East,43,2440.25,0,,0.0
2025-01-27,P016,S021,East,54,3064.5,0,,0.0
2025-01-27,P016,S022,East,29,1645.75,0,,0.0
2025-01-27,P016,S023,East,60,3405.0,0,,0.0
2025-01-27,P016,S024,West,48,2724.0,0,,0.0
2025-01-27,P016,S025,West,233,6994.83,1,BOGO,47.1
2025-01-27,P016,S026,West,97,5504.75,0,,0.0
2025-01-27,P016,S027,West,180,8396.73,1,Bundle,17.8
2025-01-27,P016,S028,West,83,2373.97,1,BOGO,49.6
2025-01-27,P016,S029,West,126,3611.0,1,BOGO,49.5
2025-01-27,P016,S030,West,260,7613.58,1,BOGO,48.4
2025-01-27,P017,S001,North,82,1921.26,0,,0.0
2025-01-27,P017,S002,North,116,2266.71,1,Price Cut,16.6
2025-01-27,P017,S003,North,88,2061.84,0,,0.0
2025-01-27,P017,S004,North,160,3040.28,1,Bundle,18.9
2025-01-27,P017,S005,North,85,1991.55,0,,0.0
2025-01-27,P017,S006,North,75,1446.22,1,Bundle,17.7
2025-01-27,P017,S007,North,54,1013.44,1,Bundle,19.9
2025-01-27,P017,S008,North,49,1148.07,0,,0.0
2025-01-27,P017,S009,South,49,1148.07,0,,0.0
2025-01-27,P017,S010,South,48,1124.64,0,,0.0
2025-01-27,P017,S011,South,84,1968.12,0,,0.0
2025-01-27,P017,S012,South,63,1449.52,1,Display Feature,1.8
2025-01-27,P017,S013,South,102,2389.86,0,,0.0
2025-01-27,P017,S014,South,95,2225.85,0,,0.0
2025-01-27,P017,S015,South,43,1007.49,0,,0.0
2025-01-27,P017,S016,South,104,2436.72,0,,0.0
2025-01-27,P017,S017,South,89,1582.72,1,Bundle,24.1
2025-01-27,P017,S018,East,31,581.06,1,Bundle,20.0
2025-01-27,P017,S019,East,31,726.33,0,,0.0
2025-01-27,P017,S020,East,51,1194.93,0,,0.0
2025-01-27,P017,S021,East,44,1030.92,0,,0.0
2025-01-27,P017,S022,East,24,562.32,0,,0.0
2025-01-27,P017,S023,East,49,1148.07,0,,0.0
2025-01-27,P017,S024,West,37,866.91,0,,0.0
2025-01-27,P017,S025,West,89,2085.27,0,,0.0
2025-01-27,P017,S026,West,179,3669.72,1,Price Cut,12.5
2025-01-27,P017,S027,West,207,4850.01,0,,0.0
2025-01-27,P017,S028,West,41,960.63,0,,0.0
2025-01-27,P017,S029,West,70,1623.7,1,Display Feature,1.0
2025-01-27,P017,S030,West,68,1593.24,0,,0.0
2025-01-27,P018,S001,North,183,2642.52,0,,0.0
2025-01-27,P018,S002,North,183,2642.52,0,,0.0
2025-01-27,P018,S003,North,280,4043.2,0,,0.0
2025-01-27,P018,S004,North,226,3263.44,0,,0.0
2025-01-27,P018,S005,North,372,5371.68,0,,0.0
2025-01-27,P018,S006,North,123,1776.12,0,,0.0
2025-01-27,P018,S007,North,115,1660.6,0,,0.0
2025-01-27,P018,S008,North,191,2758.04,0,,0.0
2025-01-27,P018,S009,South,53,765.32,0,,0.0
2025-01-27,P018,S010,South,79,1140.76,0,,0.0
2025-01-27,P018,S011,South,113,1631.72,0,,0.0
2025-01-27,P018,S012,South,156,2232.37,1,Display Feature,0.9
2025-01-27,P018,S013,South,129,1862.76,0,,0.0
2025-01-27,P018,S014,South,159,2295.96,0,,0.0
2025-01-27,P018,S015,South,71,1025.24,0,,0.0
2025-01-27,P018,S016,South,144,2079.36,0,,0.0
2025-01-27,P018,S017,South,124,938.25,1,BOGO,47.6
2025-01-27,P018,S018,East,100,1444.0,0,,0.0
2025-01-27,P018,S019,East,84,1212.96,0,,0.0
2025-01-27,P018,S020,East,205,2892.12,1,Display Feature,2.3
2025-01-27,P018,S021,East,134,1934.96,0,,0.0
2025-01-27,P018,S022,East,107,1543.53,1,Display Feature,0.1
2025-01-27,P018,S023,East,178,2570.32,0,,0.0
2025-01-27,P018,S024,West,58,837.52,0,,0.0
2025-01-27,P018,S025,West,165,2382.6,0,,0.0
2025-01-27,P018,S026,West,168,2425.92,0,,0.0
2025-01-27,P018,S027,West,174,2103.01,1,Price Cut,16.3
2025-01-27,P018,S028,West,50,722.0,0,,0.0
2025-01-27,P018,S029,West,86,1241.84,0,,0.0
2025-01-27,P018,S030,West,273,3307.44,1,Bundle,16.1
2025-01-27,P019,S001,North,134,1890.74,0,,0.0
2025-01-27,P019,S002,North,114,1608.54,0,,0.0
2025-01-27,P019,S003,North,222,3022.79,1,Display Feature,3.5
2025-01-27,P019,S004,North,121,1707.31,0,,0.0
2025-01-27,P019,S005,North,154,2172.94,0,,0.0
2025-01-27,P019,S006,North,69,958.99,1,Display Feature,1.5
2025-01-27,P019,S007,North,69,973.59,0,,0.0
2025-01-27,P019,S008,North,84,1185.24,0,,0.0
2025-01-27,P019,S009,South,33,465.63,0,,0.0
2025-01-27,P019,S010,South,28,395.08,0,,0.0
2025-01-27,P019,S011,South,63,888.93,0,,0.0
2025-01-27,P019,S012,South,39,550.29,0,,0.0
2025-01-27,P019,S013,South,87,1227.57,0,,0.0
2025-01-27,P019,S014,South,93,1312.23,0,,0.0
2025-01-27,P019,S015,South,35,493.85,0,,0.0
2025-01-27,P019,S016,South,79,919.62,1,Price Cut,17.5
2025-01-27,P019,S017,South,38,536.18,0,,0.0
2025-01-27,P019,S018,East,50,705.5,0,,0.0
2025-01-27,P019,S019,East,49,672.72,1,Display Feature,2.7
2025-01-27,P019,S020,East,82,1102.64,1,Display Feature,4.7
2025-01-27,P019,S021,East,86,1213.46,0,,0.0
2025-01-27,P019,S022,East,59,685.14,1,Price Cut,17.7
2025-01-27,P019,S023,East,78,1100.58,0,,0.0
2025-01-27,P019,S024,West,37,522.07,0,,0.0
2025-01-27,P019,S025,West,65,917.15,0,,0.0
2025-01-27,P019,S026,West,142,1043.89,1,BOGO,47.9
2025-01-27,P019,S027,West,69,973.59,0,,0.0
2025-01-27,P019,S028,West,42,592.62,0,,0.0
2025-01-27,P019,S029,West,31,437.41,0,,0.0
2025-01-27,P019,S030,West,77,1086.47,0,,0.0
2025-01-27,P020,S001,North,135,2297.7,0,,0.0
2025-01-27,P020,S002,North,129,2195.58,0,,0.0
2025-01-27,P020,S003,North,167,2842.34,0,,0.0
2025-01-27,P020,S004,North,105,1787.1,0,,0.0
2025-01-27,P020,S005,North,283,2417.96,1,BOGO,49.8
2025-01-27,P020,S006,North,75,1276.5,0,,0.0
2025-01-27,P020,S007,North,56,953.12,0,,0.0
2025-01-27,P020,S008,North,67,1140.34,0,,0.0
2025-01-27,P020,S009,South,31,527.62,0,,0.0
2025-01-27,P020,S010,South,34,578.68,0,,0.0
2025-01-27,P020,S011,South,125,2061.55,1,Display Feature,3.1
2025-01-27,P020,S012,South,57,970.14,0,,0.0
2025-01-27,P020,S013,South,74,1259.48,0,,0.0
2025-01-27,P020,S014,South,74,1259.48,0,,0.0
2025-01-27,P020,S015,South,30,510.6,0,,0.0
2025-01-27,P020,S016,South,94,1599.88,0,,0.0
2025-01-27,P020,S017,South,56,940.73,1,Display Feature,1.3
2025-01-27,P020,S018,East,40,680.8,0,,0.0
2025-01-27,P020,S019,East,45,765.9,0,,0.0
2025-01-27,P020,S020,East,85,1446.7,0,,0.0
2025-01-27,P020,S021,East,98,1667.96,0,,0.0
2025-01-27,P020,S022,East,41,697.82,0,,0.0
2025-01-27,P020,S023,East,79,1344.58,0,,0.0
2025-01-27,P020,S024,West,33,453.26,1,Bundle,19.3
2025-01-27,P020,S025,West,52,885.04,0,,0.0
2025-01-27,P020,S026,West,97,1599.76,1,Display Feature,3.1
2025-01-27,P020,S027,West,116,1974.32,0,,0.0
2025-01-27,P020,S028,West,33,561.66,0,,0.0
2025-01-27,P020,S029,West,67,894.03,1,Bundle,21.6
2025-01-27,P020,S030,West,135,1160.34,1,BOGO,49.5
2025-02-03,P001,S001,North,187,8068.14,1,Display Feature,3.5
2025-02-03,P001,S002,North,285,12742.35,0,,0.0
2025-02-03,P001,S003,North,247,11043.37,0,,0.0
2025-02-03,P001,S004,North,191,8539.61,0,,0.0
2025-02-03,P001,S005,North,162,7221.29,1,Display Feature,0.3
2025-02-03,P001,S006,North,103,4605.13,0,,0.0
2025-02-03,P001,S007,North,80,3576.8,0,,0.0
2025-02-03,P001,S008,North,71,3174.41,0,,0.0
2025-02-03,P001,S009,South,97,4336.87,0,,0.0
2025-02-03,P001,S010,South,125,5588.75,0,,0.0
2025-02-03,P001,S011,South,288,10983.64,1,Price Cut,14.7
2025-02-03,P001,S012,South,190,8104.13,1,Display Feature,4.6
2025-02-03,P001,S013,South,412,9947.08,1,BOGO,46.0
2025-02-03,P001,S014,South,239,10685.69,0,,0.0
2025-02-03,P001,S015,South,122,5454.62,0,,0.0
2025-02-03,P001,S016,South,340,15201.4,0,,0.0
2025-02-03,P001,S017,South,135,6035.85,0,,0.0
2025-02-03,P001,S018,East,65,2906.15,0,,0.0
2025-02-03,P001,S019,East,57,2548.47,0,,0.0
2025-02-03,P001,S020,East,86,3845.06,0,,0.0
2025-02-03,P001,S021,East,112,5007.52,0,,0.0
2025-02-03,P001,S022,East,53,2369.63,0,,0.0
2025-02-03,P001,S023,East,124,5544.04,0,,0.0
2025-02-03,P001,S024,West,72,3219.12,0,,0.0
2025-02-03,P001,S025,West,137,5837.38,1,Display Feature,4.7
2025-02-03,P001,S026,West,205,9165.55,0,,0.0
2025-02-03,P001,S027,West,283,9983.16,1,Bundle,21.1
2025-02-03,P001,S028,West,90,4023.9,0,,0.0
2025-02-03,P001,S029,West,96,4197.73,1,Display Feature,2.2
2025-02-03,P001,S030,West,293,10886.12,1,Bundle,16.9
2025-02-03,P002,S001,North,73,747.52,0,,0.0
2025-02-03,P002,S002,North,106,1085.44,0,,0.0
2025-02-03,P002,S003,North,79,808.96,0,,0.0
2025-02-03,P002,S004,North,76,778.24,0,,0.0
2025-02-03,P002,S005,North,118,1007.74,1,Price Cut,16.6
2025-02-03,P002,S006,North,48,491.52,0,,0.0
2025-02-03,P002,S007,North,62,610.12,1,Display Feature,3.9
2025-02-03,P002,S008,North,78,690.09,1,Price Cut,13.6
2025-02-03,P002,S009,South,71,627.44,1,Price Cut,13.7
2025-02-03,P002,S010,South,47,481.28,0,,0.0
2025-02-03,P002,S011,South,47,481.28,0,,0.0
2025-02-03,P002,S012,South,72,737.28,0,,0.0
2025-02-03,P002,S013,South,126,1290.24,0,,0.0
2025-02-03,P002,S014,South,121,1239.04,0,,0.0
2025-02-03,P002,S015,South,60,607.03,1,Display Feature,1.2
2025-02-03,P002,S016,South,153,1566.72,0,,0.0
2025-02-03,P002,S017,South,65,665.6,0,,0.0
2025-02-03,P002,S018,East,52,422.26,1,Bundle,20.7
2025-02-03,P002,S019,East,28,286.72,0,,0.0
2025-02-03,P002,S020,East,58,593.92,0,,0.0
2025-02-03,P002,S021,East,43,440.32,0,,0.0
2025-02-03,P002,S022,East,38,389.12,0,,0.0
2025-02-03,P002,S023,East,68,696.32,0,,0.0
2025-02-03,P002,S024,West,44,428.03,1,Display Feature,5.0
2025-02-03,P002,S025,West,78,798.72,0,,0.0
2025-02-03,P002,S026,West,101,1034.24,0,,0.0
2025-02-03,P002,S027,West,155,1191.99,1,Bundle,24.9
2025-02-03,P002,S028,West,58,498.3,1,Price Cut,16.1
2025-02-03,P002,S029,West,62,634.88,0,,0.0
2025-02-03,P002,S030,West,69,706.56,0,,0.0
2025-02-03,P003,S001,North,63,614.25,0,,0.0
2025-02-03,P003,S002,North,112,1092.0,0,,0.0
2025-02-03,P003,S003,North,127,1238.25,0,,0.0
2025-02-03,P003,S004,North,184,927.5,1,BOGO,48.3
2025-02-03,P003,S005,North,92,897.0,0,,0.0
2025-02-03,P003,S006,North,50,487.5,0,,0.0
2025-02-03,P003,S007,North,43,419.25,0,,0.0
2025-02-03,P003,S008,North,78,760.5,0,,0.0
2025-02-03,P003,S009,South,49,462.94,1,Display Feature,3.1
2025-02-03,P003,S010,South,86,433.5,1,BOGO,48.3
2025-02-03,P003,S011,South,148,1164.5,1,Bundle,19.3
2025-02-03,P003,S012,South,65,633.75,0,,0.0
2025-02-03,P003,S013,South,150,1414.24,1,Display Feature,3.3
2025-02-03,P003,S014,South,167,1628.25,0,,0.0
2025-02-03,P003,S015,South,55,536.25,0,,0.0
2025-02-03,P003,S016,South,124,1209.0,0,,0.0
2025-02-03,P003,S017,South,99,491.31,1,BOGO,49.1
2025-02-03,P003,S018,East,42,409.5,0,,0.0
2025-02-03,P003,S019,East,40,390.0,0,,0.0
2025-02-03,P003,S020,East,66,643.5,0,,0.0
2025-02-03,P003,S021,East,64,624.0,0,,0.0
2025-02-03,P003,S022,East,70,351.49,1,BOGO,48.5
2025-02-03,P003,S023,East,58,565.5,0,,0.0
2025-02-03,P003,S024,West,25,243.75,0,,0.0
2025-02-03,P003,S025,West,73,711.75,0,,0.0
2025-02-03,P003,S026,West,80,773.76,1,Display Feature,0.8
2025-02-03,P003,S027,West,93,906.75,0,,0.0
2025-02-03,P003,S028,West,31,302.25,0,,0.0
2025-02-03,P003,S029,West,73,372.25,1,BOGO,47.7
2025-02-03,P003,S030,West,98,955.5,0,,0.0
2025-02-03,P004,S001,North,22,1039.06,0,,0.0
2025-02-03,P004,S002,North,24,1133.52,0,,0.0
2025-02-03,P004,S003,North,33,1522.74,1,Display Feature,2.3
2025-02-03,P004,S004,North,31,1464.13,0,,0.0
2025-02-03,P004,S005,North,31,1464.13,0,,0.0
2025-02-03,P004,S006,North,13,613.99,0,,0.0
2025-02-03,P004,S007,North,12,566.76,0,,0.0
2025-02-03,P004,S008,North,25,1180.75,0,,0.0
2025-02-03,P004,S009,South,9,425.07,0,,0.0
2025-02-03,P004,S010,South,22,549.66,1,BOGO,47.1
2025-02-03,P004,S011,South,48,2267.04,0,,0.0
2025-02-03,P004,S012,South,17,802.91,0,,0.0
2025-02-03,P004,S013,South,37,1747.51,0,,0.0
2025-02-03,P004,S014,South,45,2125.35,0,,0.0
2025-02-03,P004,S015,South,10,393.9,1,Price Cut,16.6
2025-02-03,P004,S016,South,43,2030.89,0,,0.0
2025-02-03,P004,S017,South,26,1172.72,1,Display Feature,4.5
2025-02-03,P004,S018,East,8,377.84,0,,0.0
2025-02-03,P004,S019,East,15,604.31,1,Price Cut,14.7
2025-02-03,P004,S020,East,16,755.68,0,,0.0
2025-02-03,P004,S021,East,20,944.6,0,,0.0
2025-02-03,P004,S022,East,6,283.38,0,,0.0
2025-02-03,P004,S023,East,35,1348.89,1,Price Cut,18.4
2025-02-03,P004,S024,West,17,424.74,1,BOGO,47.1
2025-02-03,P004,S025,West,30,1416.9,0,,0.0
2025-02-03,P004,S026,West,33,1558.59,0,,0.0
2025-02-03,P004,S027,West,32,1511.36,0,,0.0
2025-02-03,P004,S028,West,9,425.07,0,,0.0
2025-02-03,P004,S029,West,12,566.76,0,,0.0
2025-02-03,P004,S030,West,32,1511.36,0,,0.0
2025-02-03,P005,S001,North,73,1017.62,0,,0.0
2025-02-03,P005,S002,North,109,1519.46,0,,0.0
2025-02-03,P005,S003,North,102,1421.88,0,,0.0
2025-02-03,P005,S004,North,93,1296.42,0,,0.0
2025-02-03,P005,S005,North,71,989.74,0,,0.0
2025-02-03,P005,S006,North,66,772.83,1,Bundle,16.0
2025-02-03,P005,S007,North,34,473.96,0,,0.0
2025-02-03,P005,S008,North,75,1045.5,0,,0.0
2025-02-03,P005,S009,South,49,683.06,0,,0.0
2025-02-03,P005,S010,South,62,741.55,1,Price Cut,14.2
2025-02-03,P005,S011,South,91,1268.54,0,,0.0
2025-02-03,P005,S012,South,64,892.16,0,,0.0
2025-02-03,P005,S013,South,74,1031.56,0,,0.0
2025-02-03,P005,S014,South,116,1617.04,0,,0.0
2025-02-03,P005,S015,South,39,543.66,0,,0.0
2025-02-03,P005,S016,South,105,1463.7,0,,0.0
2025-02-03,P005,S017,South,38,529.72,0,,0.0
2025-02-03,P005,S018,East,38,529.72,0,,0.0
2025-02-03,P005,S019,East,39,543.66,0,,0.0
2025-02-03,P005,S020,East,64,892.16,0,,0.0
2025-02-03,P005,S021,East,67,933.98,0,,0.0
2025-02-03,P005,S022,East,30,418.2,0,,0.0
2025-02-03,P005,S023,East,63,878.22,0,,0.0
2025-02-03,P005,S024,West,50,697.0,0,,0.0
2025-02-03,P005,S025,West,81,1129.14,0,,0.0
2025-02-03,P005,S026,West,96,1338.24,0,,0.0
2025-02-03,P005,S027,West,122,1700.68,0,,0.0
2025-02-03,P005,S028,West,38,529.72,0,,0.0
2025-02-03,P005,S029,West,64,892.16,0,,0.0
2025-02-03,P005,S030,West,63,878.22,0,,0.0
2025-02-03,P006,S001,North,134,628.46,0,,0.0
2025-02-03,P006,S002,North,225,1055.25,0,,0.0
2025-02-03,P006,S003,North,171,801.99,0,,0.0
2025-02-03,P006,S004,North,294,1378.86,0,,0.0
2025-02-03,P006,S005,North,319,1496.11,0,,0.0
2025-02-03,P006,S006,North,94,440.86,0,,0.0
2025-02-03,P006,S007,North,144,675.36,0,,0.0
2025-02-03,P006,S008,North,198,928.62,0,,0.0
2025-02-03,P006,S009,South,68,318.92,0,,0.0
2025-02-03,P006,S010,South,82,384.58,0,,0.0
2025-02-03,P006,S011,South,205,961.45,0,,0.0
2025-02-03,P006,S012,South,105,492.45,0,,0.0
2025-02-03,P006,S013,South,209,864.55,1,Price Cut,11.8
2025-02-03,P006,S014,South,180,844.2,0,,0.0
2025-02-03,P006,S015,South,118,469.3,1,Price Cut,15.2
2025-02-03,P006,S016,South,174,816.06,0,,0.0
2025-02-03,P006,S017,South,155,591.01,1,Bundle,18.7
2025-02-03,P006,S018,East,68,318.92,0,,0.0
2025-02-03,P006,S019,East,75,351.75,0,,0.0
2025-02-03,P006,S020,East,153,717.57,0,,0.0
2025-02-03,P006,S021,East,124,581.56,0,,0.0
2025-02-03,P006,S022,East,73,342.37,0,,0.0
2025-02-03,P006,S023,East,106,497.14,0,,0.0
2025-02-03,P006,S024,West,63,295.47,0,,0.0
2025-02-03,P006,S025,West,209,980.21,0,,0.0
2025-02-03,P006,S026,West,128,600.32,0,,0.0
2025-02-03,P006,S027,West,208,975.52,0,,0.0
2025-02-03,P006,S028,West,69,323.61,0,,0.0
2025-02-03,P006,S029,West,105,492.45,0,,0.0
2025-02-03,P006,S030,West,137,642.53,0,,0.0
2025-02-03,P007,S001,North,117,534.69,0,,0.0
