week_start_date,product_id,store_id,opening_stock,units_received,units_sold,closing_stock,stockout_flag
2025-01-27,P014,S026,82,36,23,95,0
2025-01-27,P014,S027,76,50,35,91,0
2025-01-27,P014,S028,49,14,9,54,0
2025-01-27,P014,S029,72,20,9,83,0
2025-01-27,P014,S030,46,29,26,49,0
2025-01-27,P015,S001,333,158,184,307,0
2025-01-27,P015,S002,747,282,200,829,0
2025-01-27,P015,S003,643,231,159,715,0
2025-01-27,P015,S004,632,250,271,611,0
2025-01-27,P015,S005,719,149,197,671,0
2025-01-27,P015,S006,280,94,102,272,0
2025-01-27,P015,S007,252,103,89,266,0
2025-01-27,P015,S008,461,174,257,378,0
2025-01-27,P015,S009,130,109,73,166,0
2025-01-27,P015,S010,148,107,104,151,0
2025-01-27,P015,S011,514,228,482,260,0
2025-01-27,P015,S012,233,124,117,240,0
2025-01-27,P015,S013,254,228,210,272,0
2025-01-27,P015,S014,569,253,164,658,0
2025-01-27,P015,S015,164,106,73,197,0
2025-01-27,P015,S016,535,216,141,610,0
2025-01-27,P015,S017,261,120,129,252,0
2025-01-27,P015,S018,256,84,61,279,0
2025-01-27,P015,S019,223,78,49,252,0
2025-01-27,P015,S020,345,149,127,367,0
2025-01-27,P015,S021,434,135,80,489,0
2025-01-27,P015,S022,234,66,65,235,0
2025-01-27,P015,S023,364,126,156,334,0
2025-01-27,P015,S024,177,116,83,210,0
2025-01-27,P015,S025,380,249,255,374,0
2025-01-27,P015,S026,506,216,212,510,0
2025-01-27,P015,S027,742,343,285,800,0
2025-01-27,P015,S028,248,109,87,270,0
2025-01-27,P015,S029,294,155,106,343,0
2025-01-27,P015,S030,635,259,243,651,0
2025-01-27,P016,S001,182,103,69,216,0
2025-01-27,P016,S002,312,102,96,318,0
2025-01-27,P016,S003,322,114,94,342,0
2025-01-27,P016,S004,376,54,81,349,0
2025-01-27,P016,S005,375,106,95,386,0
2025-01-27,P016,S006,158,21,43,136,0
2025-01-27,P016,S007,131,47,56,122,0
2025-01-27,P016,S008,246,85,65,266,0
2025-01-27,P016,S009,120,50,46,124,0
2025-01-27,P016,S010,95,46,24,117,0
2025-01-27,P016,S011,280,108,105,283,0
2025-01-27,P016,S012,177,69,54,192,0
2025-01-27,P016,S013,152,110,183,79,0
2025-01-27,P016,S014,280,132,105,307,0
2025-01-27,P016,S015,77,50,36,91,0
2025-01-27,P016,S016,320,126,91,355,0
2025-01-27,P016,S017,125,76,58,143,0
2025-01-27,P016,S018,127,39,30,136,0
2025-01-27,P016,S019,162,43,41,164,0
2025-01-27,P016,S020,252,68,43,277,0
2025-01-27,P016,S021,231,65,54,242,0
2025-01-27,P016,S022,68,38,29,77,0
2025-01-27,P016,S023,160,70,60,170,0
2025-01-27,P016,S024,100,61,48,113,0
2025-01-27,P016,S025,207,127,233,101,0
2025-01-27,P016,S026,277,108,97,288,0
2025-01-27,P016,S027,281,161,180,262,0
2025-01-27,P016,S028,91,58,83,66,0
2025-01-27,P016,S029,205,80,126,159,0
2025-01-27,P016,S030,215,129,260,84,0
2025-01-27,P017,S001,269,101,82,288,0
2025-01-27,P017,S002,236,117,116,237,0
2025-01-27,P017,S003,53,134,88,99,0
2025-01-27,P017,S004,343,139,160,322,0
2025-01-27,P017,S005,285,102,85,302,0
2025-01-27,P017,S006,137,15,75,77,0
2025-01-27,P017,S007,188,61,54,195,0
2025-01-27,P017,S008,274,104,49,329,0
2025-01-27,P017,S009,81,48,49,80,0
2025-01-27,P017,S010,112,54,48,118,0
2025-01-27,P017,S011,270,111,84,297,0
2025-01-27,P017,S012,151,24,63,112,0
2025-01-27,P017,S013,231,137,102,266,0
2025-01-27,P017,S014,313,131,95,349,0
2025-01-27,P017,S015,110,46,43,113,0
2025-01-27,P017,S016,188,49,104,133,0
2025-01-27,P017,S017,158,69,89,138,0
2025-01-27,P017,S018,132,35,31,136,0
2025-01-27,P017,S019,123,36,31,128,0
2025-01-27,P017,S020,189,67,51,205,0
2025-01-27,P017,S021,174,65,44,195,0
2025-01-27,P017,S022,133,33,24,142,0
2025-01-27,P017,S023,233,58,49,242,0
2025-01-27,P017,S024,91,64,37,118,0
2025-01-27,P017,S025,224,117,89,252,0
2025-01-27,P017,S026,57,122,179,0,1
2025-01-27,P017,S027,299,178,207,270,0
2025-01-27,P017,S028,86,59,41,104,0
2025-01-27,P017,S029,35,75,70,40,0
2025-01-27,P017,S030,181,137,68,250,0
2025-01-27,P018,S001,440,227,183,484,0
2025-01-27,P018,S002,702,89,183,608,0
2025-01-27,P018,S003,55,365,280,140,0
2025-01-27,P018,S004,501,313,226,588,0
2025-01-27,P018,S005,551,281,372,460,0
2025-01-27,P018,S006,233,139,123,249,0
2025-01-27,P018,S007,357,128,115,370,0
2025-01-27,P018,S008,317,212,191,338,0
2025-01-27,P018,S009,157,80,53,184,0
2025-01-27,P018,S010,180,83,79,184,0
2025-01-27,P018,S011,532,198,113,617,0
2025-01-27,P018,S012,317,109,156,270,0
2025-01-27,P018,S013,366,182,129,419,0
2025-01-27,P018,S014,477,181,159,499,0
2025-01-27,P018,S015,181,21,71,131,0
2025-01-27,P018,S016,449,218,144,523,0
2025-01-27,P018,S017,227,120,124,223,0
2025-01-27,P018,S018,219,116,100,235,0
2025-01-27,P018,S019,200,104,84,220,0
2025-01-27,P018,S020,390,209,205,394,0
2025-01-27,P018,S021,470,195,134,531,0
2025-01-27,P018,S022,294,114,107,301,0
2025-01-27,P018,S023,442,214,178,478,0
2025-01-27,P018,S024,153,63,58,158,0
2025-01-27,P018,S025,287,108,165,230,0
2025-01-27,P018,S026,495,191,168,518,0
2025-01-27,P018,S027,336,242,174,404,0
2025-01-27,P018,S028,132,80,50,162,0
2025-01-27,P018,S029,174,91,86,179,0
2025-01-27,P018,S030,459,158,273,344,0
2025-01-27,P019,S001,288,103,134,257,0
2025-01-27,P019,S002,278,153,114,317,0
2025-01-27,P019,S003,72,177,222,27,0
2025-01-27,P019,S004,157,91,121,127,0
2025-01-27,P019,S005,213,181,154,240,0
2025-01-27,P019,S006,57,24,69,12,0
2025-01-27,P019,S007,137,25,69,93,0
2025-01-27,P019,S008,255,108,84,279,0
2025-01-27,P019,S009,102,34,33,103,0
2025-01-27,P019,S010,56,44,28,72,0
2025-01-27,P019,S011,171,96,63,204,0
2025-01-27,P019,S012,115,24,39,100,0
2025-01-27,P019,S013,242,109,87,264,0
2025-01-27,P019,S014,225,110,93,242,0
2025-01-27,P019,S015,111,39,35,115,0
2025-01-27,P019,S016,230,81,79,232,0
2025-01-27,P019,S017,137,62,38,161,0
2025-01-27,P019,S018,94,54,50,98,0
2025-01-27,P019,S019,129,57,49,137,0
2025-01-27,P019,S020,164,81,82,163,0
2025-01-27,P019,S021,224,88,86,226,0
2025-01-27,P019,S022,158,56,59,155,0
2025-01-27,P019,S023,226,110,78,258,0
2025-01-27,P019,S024,28,41,37,32,0
2025-01-27,P019,S025,225,97,65,257,0
2025-01-27,P019,S026,236,98,142,192,0
2025-01-27,P019,S027,68,108,69,107,0
2025-01-27,P019,S028,61,39,42,58,0
2025-01-27,P019,S029,85,57,31,111,0
2025-01-27,P019,S030,231,91,77,245,0
2025-01-27,P020,S001,80,105,135,50,0
2025-01-27,P020,S002,237,180,129,288,0
2025-01-27,P020,S003,286,177,167,296,0
2025-01-27,P020,S004,249,180,105,324,0
2025-01-27,P020,S005,435,171,283,323,0
2025-01-27,P020,S006,145,67,75,137,0
2025-01-27,P020,S007,82,69,56,95,0
2025-01-27,P020,S008,96,118,67,147,0
2025-01-27,P020,S009,86,43,31,98,0
2025-01-27,P020,S010,75,33,34,74,0
2025-01-27,P020,S011,193,96,125,164,0
2025-01-27,P020,S012,123,48,57,114,0
2025-01-27,P020,S013,137,107,74,170,0
2025-01-27,P020,S014,140,91,74,157,0
2025-01-27,P020,S015,53,44,30,67,0
2025-01-27,P020,S016,188,92,94,186,0
2025-01-27,P020,S017,98,61,56,103,0
2025-01-27,P020,S018,57,52,40,69,0
2025-01-27,P020,S019,132,64,45,151,0
2025-01-27,P020,S020,211,98,85,224,0
2025-01-27,P020,S021,137,98,98,137,0
2025-01-27,P020,S022,135,57,41,151,0
2025-01-27,P020,S023,235,30,79,186,0
2025-01-27,P020,S024,77,36,33,80,0
2025-01-27,P020,S025,192,30,52,170,0
2025-01-27,P020,S026,229,88,97,220,0
2025-01-27,P020,S027,296,126,116,306,0
2025-01-27,P020,S028,88,35,33,90,0
2025-01-27,P020,S029,165,53,67,151,0
2025-01-27,P020,S030,256,88,135,209,0
2025-02-03,P001,S001,604,178,187,595,0
2025-02-03,P001,S002,567,281,285,563,0
2025-02-03,P001,S003,513,215,247,481,0
2025-02-03,P001,S004,521,228,191,558,0
2025-02-03,P001,S005,581,221,162,640,0
2025-02-03,P001,S006,300,125,103,322,0
2025-02-03,P001,S007,189,113,80,222,0
2025-02-03,P001,S008,403,55,71,387,0
2025-02-03,P001,S009,137,52,97,92,0
2025-02-03,P001,S010,234,125,125,234,0
2025-02-03,P001,S011,584,338,288,634,0
2025-02-03,P001,S012,114,144,190,68,0
2025-02-03,P001,S013,680,317,412,585,0
2025-02-03,P001,S014,667,319,239,747,0
2025-02-03,P001,S015,256,134,122,268,0
2025-02-03,P001,S016,340,167,340,167,0
2025-02-03,P001,S017,398,175,135,438,0
2025-02-03,P001,S018,310,74,65,319,0
2025-02-03,P001,S019,255,93,57,291,0
2025-02-03,P001,S020,543,142,86,599,0
2025-02-03,P001,S021,236,137,112,261,0
2025-02-03,P001,S022,177,24,53,148,0
2025-02-03,P001,S023,269,146,124,291,0
2025-02-03,P001,S024,226,88,72,242,0
2025-02-03,P001,S025,445,222,137,530,0
2025-02-03,P001,S026,449,213,205,457,0
2025-02-03,P001,S027,705,265,283,687,0
2025-02-03,P001,S028,168,86,90,164,0
2025-02-03,P001,S029,401,136,96,441,0
2025-02-03,P001,S030,458,221,293,386,0
2025-02-03,P002,S001,226,79,73,232,0
2025-02-03,P002,S002,351,134,106,379,0
2025-02-03,P002,S003,408,129,79,458,0
2025-02-03,P002,S004,328,107,76,359,0
2025-02-03,P002,S005,328,114,118,324,0
2025-02-03,P002,S006,148,59,48,159,0
2025-02-03,P002,S007,110,45,62,93,0
2025-02-03,P002,S008,225,84,78,231,0
2025-02-03,P002,S009,147,33,71,109,0
2025-02-03,P002,S010,137,69,47,159,0
2025-02-03,P002,S011,207,142,47,302,0
2025-02-03,P002,S012,153,83,72,164,0
2025-02-03,P002,S013,310,153,126,337,0
2025-02-03,P002,S014,227,137,121,243,0
2025-02-03,P002,S015,112,58,60,110,0
2025-02-03,P002,S016,293,44,153,184,0
2025-02-03,P002,S017,58,98,65,91,0
2025-02-03,P002,S018,137,47,52,132,0
2025-02-03,P002,S019,56,43,28,71,0
2025-02-03,P002,S020,244,73,58,259,0
2025-02-03,P002,S021,320,86,43,363,0
2025-02-03,P002,S022,127,38,38,127,0
2025-02-03,P002,S023,124,67,68,123,0
2025-02-03,P002,S024,79,47,44,82,0
2025-02-03,P002,S025,347,93,78,362,0
2025-02-03,P002,S026,196,103,101,198,0
2025-02-03,P002,S027,351,129,155,325,0
2025-02-03,P002,S028,91,47,58,80,0
2025-02-03,P002,S029,70,59,62,67,0
2025-02-03,P002,S030,137,53,69,121,0
2025-02-03,P003,S001,159,32,63,128,0
2025-02-03,P003,S002,283,135,112,306,0
2025-02-03,P003,S003,365,136,127,374,0
2025-02-03,P003,S004,247,116,184,179,0
2025-02-03,P003,S005,80,142,92,130,0
2025-02-03,P003,S006,69,59,50,78,0
2025-02-03,P003,S007,97,30,43,84,0
2025-02-03,P003,S008,253,42,78,217,0
2025-02-03,P003,S009,32,24,49,7,0
2025-02-03,P003,S010,125,65,86,104,0
2025-02-03,P003,S011,395,150,148,397,0
2025-02-03,P003,S012,1,95,65,31,0
2025-02-03,P003,S013,338,154,150,342,0
2025-02-03,P003,S014,130,149,167,112,0
2025-02-03,P003,S015,86,58,55,89,0
2025-02-03,P003,S016,294,122,124,292,0
2025-02-03,P003,S017,191,71,99,163,0
2025-02-03,P003,S018,123,37,42,118,0
2025-02-03,P003,S019,115,39,40,114,0
2025-02-03,P003,S020,185,81,66,200,0
2025-02-03,P003,S021,161,71,64,168,0
2025-02-03,P003,S022,126,42,70,98,0
2025-02-03,P003,S023,163,73,58,178,0
2025-02-03,P003,S024,93,44,25,112,0
2025-02-03,P003,S025,170,121,73,218,0
2025-02-03,P003,S026,171,111,80,202,0
2025-02-03,P003,S027,261,135,93,303,0
2025-02-03,P003,S028,39,48,31,56,0
2025-02-03,P003,S029,137,67,73,131,0
2025-02-03,P003,S030,203,115,98,220,0
2025-02-03,P004,S001,95,29,22,102,0
2025-02-03,P004,S002,140,50,24,166,0
2025-02-03,P004,S003,77,21,33,65,0
2025-02-03,P004,S004,154,40,31,163,0
2025-02-03,P004,S005,98,41,31,108,0
2025-02-03,P004,S006,83,5,13,75,0
2025-02-03,P004,S007,62,18,12,68,0
2025-02-03,P004,S008,79,30,25,84,0
2025-02-03,P004,S009,73,25,9,89,0
2025-02-03,P004,S010,72,23,22,73,0
2025-02-03,P004,S011,90,45,48,87,0
2025-02-03,P004,S012,98,30,17,111,0
2025-02-03,P004,S013,110,58,37,131,0
2025-02-03,P004,S014,49,51,45,55,0
2025-02-03,P004,S015,72,18,10,80,0
2025-02-03,P004,S016,124,44,43,125,0
2025-02-03,P004,S017,80,34,26,88,0
2025-02-03,P004,S018,57,14,8,63,0
2025-02-03,P004,S019,66,17,15,68,0
2025-02-03,P004,S020,26,26,16,36,0
2025-02-03,P004,S021,66,29,20,75,0
2025-02-03,P004,S022,58,13,6,65,0
2025-02-03,P004,S023,80,24,35,69,0
2025-02-03,P004,S024,49,17,17,49,0
2025-02-03,P004,S025,105,36,30,111,0
2025-02-03,P004,S026,88,34,33,89,0
2025-02-03,P004,S027,164,58,32,190,0
2025-02-03,P004,S028,70,18,9,79,0
2025-02-03,P004,S029,58,26,12,72,0
2025-02-03,P004,S030,76,35,32,79,0
2025-02-03,P005,S001,136,106,73,169,0
2025-02-03,P005,S002,268,129,109,288,0
2025-02-03,P005,S003,289,103,102,290,0
2025-02-03,P005,S004,308,111,93,326,0
2025-02-03,P005,S005,342,126,71,397,0
2025-02-03,P005,S006,129,59,66,122,0
2025-02-03,P005,S007,160,54,34,180,0
2025-02-03,P005,S008,121,105,75,151,0
2025-02-03,P005,S009,71,52,49,74,0
2025-02-03,P005,S010,90,56,62,84,0
2025-02-03,P005,S011,287,133,91,329,0
2025-02-03,P005,S012,123,83,64,142,0
2025-02-03,P005,S013,0,74,74,0,1
2025-02-03,P005,S014,155,140,116,179,0
2025-02-03,P005,S015,57,66,39,84,0
2025-02-03,P005,S016,270,130,105,295,0
2025-02-03,P005,S017,146,85,38,193,0
2025-02-03,P005,S018,131,38,38,131,0
2025-02-03,P005,S019,123,24,39,108,0
2025-02-03,P005,S020,247,77,64,260,0
2025-02-03,P005,S021,237,82,67,252,0
2025-02-03,P005,S022,84,14,30,68,0
2025-02-03,P005,S023,259,65,63,261,0
2025-02-03,P005,S024,118,38,50,106,0
2025-02-03,P005,S025,229,89,81,237,0
2025-02-03,P005,S026,259,110,96,273,0
2025-02-03,P005,S027,266,144,122,288,0
2025-02-03,P005,S028,105,38,38,105,0
2025-02-03,P005,S029,136,52,64,124,0
2025-02-03,P005,S030,223,96,63,256,0
2025-02-03,P006,S001,537,248,134,651,0
2025-02-03,P006,S002,730,373,225,878,0
2025-02-03,P006,S003,718,357,171,904,0
2025-02-03,P006,S004,762,286,294,754,0
2025-02-03,P006,S005,360,281,319,322,0
2025-02-03,P006,S006,258,138,94,302,0
2025-02-03,P006,S007,151,154,144,161,0
2025-02-03,P006,S008,554,272,198,628,0
2025-02-03,P006,S009,154,78,68,164,0
2025-02-03,P006,S010,98,100,82,116,0
2025-02-03,P006,S011,344,247,205,386,0
2025-02-03,P006,S012,234,43,105,172,0
2025-02-03,P006,S013,452,255,209,498,0
2025-02-03,P006,S014,730,112,180,662,0
2025-02-03,P006,S015,230,99,118,211,0
2025-02-03,P006,S016,546,187,174,559,0
2025-02-03,P006,S017,294,133,155,272,0
2025-02-03,P006,S018,231,81,68,244,0
2025-02-03,P006,S019,184,88,75,197,0
2025-02-03,P006,S020,535,176,153,558,0
2025-02-03,P006,S021,440,131,124,447,0
2025-02-03,P006,S022,290,83,73,300,0
2025-02-03,P006,S023,648,131,106,673,0
2025-02-03,P006,S024,241,79,63,257,0
2025-02-03,P006,S025,577,224,209,592,0
2025-02-03,P006,S026,397,203,128,472,0
2025-02-03,P006,S027,712,296,208,800,0
2025-02-03,P006,S028,214,39,69,184,0
2025-02-03,P006,S029,311,104,105,310,0
2025-02-03,P006,S030,428,184,137,475,0
2025-02-03,P007,S001,220,134,117,237,0
2025-02-03,P007,S002,178,150,139,189,0
2025-02-03,P007,S003,461,178,164,475,0
2025-02-03,P007,S004,391,156,147,400,0
2025-02-03,P007,S005,393,140,112,421,0
2025-02-03,P007,S006,209,79,68,220,0
2025-02-03,P007,S007,100,64,48,116,0
2025-02-03,P007,S008,308,44,94,258,0
2025-02-03,P007,S009,102,41,33,110,0
2025-02-03,P007,S010,114,48,31,131,0
2025-02-03,P007,S011,296,95,92,299,0
2025-02-03,P007,S012,60,65,38,87,0
2025-02-03,P007,S013,278,94,84,288,0
2025-02-03,P007,S014,276,114,124,266,0
2025-02-03,P007,S015,134,48,30,152,0
2025-02-03,P007,S016,205,130,98,237,0
2025-02-03,P007,S017,72,56,64,64,0
2025-02-03,P007,S018,80,47,35,92,0
2025-02-03,P007,S019,121,52,36,137,0
2025-02-03,P007,S020,296,81,61,316,0
2025-02-03,P007,S021,260,80,70,270,0
2025-02-03,P007,S022,148,44,34,158,0
2025-02-03,P007,S023,171,85,71,185,0
2025-02-03,P007,S024,28,12,27,13,0
2025-02-03,P007,S025,190,111,100,201,0
2025-02-03,P007,S026,97,108,86,119,0
2025-02-03,P007,S027,307,52,95,264,0
2025-02-03,P007,S028,53,45,33,65,0
2025-02-03,P007,S029,138,49,54,133,0
2025-02-03,P007,S030,318,86,83,321,0
2025-02-03,P008,S001,421,119,101,439,0
2025-02-03,P008,S002,373,161,124,410,0
2025-02-03,P008,S003,374,165,142,397,0
2025-02-03,P008,S004,316,182,141,357,0
2025-02-03,P008,S005,459,94,134,419,0
2025-02-03,P008,S006,179,67,53,193,0
2025-02-03,P008,S007,168,78,71,175,0
2025-02-03,P008,S008,198,137,142,193,0
2025-02-03,P008,S009,109,17,31,95,0
2025-02-03,P008,S010,109,43,42,110,0
2025-02-03,P008,S011,195,93,98,190,0
2025-02-03,P008,S012,206,73,53,226,0
2025-02-03,P008,S013,248,119,95,272,0
2025-02-03,P008,S014,150,118,71,197,0
2025-02-03,P008,S015,70,47,28,89,0
2025-02-03,P008,S016,377,107,99,385,0
2025-02-03,P008,S017,193,26,43,176,0
2025-02-03,P008,S018,166,53,37,182,0
2025-02-03,P008,S019,96,41,37,100,0
2025-02-03,P008,S020,293,81,53,321,0
2025-02-03,P008,S021,230,77,41,266,0
2025-02-03,P008,S022,159,46,38,167,0
2025-02-03,P008,S023,279,80,74,285,0
2025-02-03,P008,S024,113,41,32,122,0
2025-02-03,P008,S025,226,90,78,238,0
2025-02-03,P008,S026,213,86,69,230,0
2025-02-03,P008,S027,347,140,99,388,0
2025-02-03,P008,S028,68,39,39,68,0
2025-02-03,P008,S029,91,60,45,106,0
2025-02-03,P008,S030,185,98,75,208,0
2025-02-03,P009,S001,88,42,43,87,0
2025-02-03,P009,S002,178,50,49,179,0
2025-02-03,P009,S003,108,58,63,103,0
2025-02-03,P009,S004,134,57,41,150,0
2025-02-03,P009,S005,158,26,72,112,0
2025-02-03,P009,S006,100,30,15,115,0
2025-02-03,P009,S007,59,29,11,77,0
2025-02-03,P009,S008,111,42,37,116,0
2025-02-03,P009,S009,71,16,6,81,0
2025-02-03,P009,S010,66,15,7,74,0
2025-02-03,P009,S011,79,36,29,86,0
2025-02-03,P009,S012,49,21,9,61,0
2025-02-03,P009,S013,99,46,49,96,0
2025-02-03,P009,S014,106,46,32,120,0
2025-02-03,P009,S015,42,16,12,46,0
2025-02-03,P009,S016,54,37,34,57,0
2025-02-03,P009,S017,84,27,12,99,0
2025-02-03,P009,S018,68,16,7,77,0
2025-02-03,P009,S019,64,18,8,74,0
2025-02-03,P009,S020,97,31,24,104,0
2025-02-03,P009,S021,82,25,26,81,0
2025-02-03,P009,S022,62,14,7,69,0
2025-02-03,P009,S023,88,29,28,89,0
2025-02-03,P009,S024,48,13,8,53,0
2025-02-03,P009,S025,101,14,50,65,0
2025-02-03,P009,S026,74,39,18,95,0
2025-02-03,P009,S027,106,42,75,73,0
2025-02-03,P009,S028,43,13,7,49,0
2025-02-03,P009,S029,53,19,10,62,0
2025-02-03,P009,S030,102,36,27,111,0
2025-02-03,P010,S001,235,119,163,191,0
2025-02-03,P010,S002,218,195,142,271,0
2025-02-03,P010,S003,310,167,138,339,0
2025-02-03,P010,S004,404,156,122,438,0
2025-02-03,P010,S005,143,189,163,169,0
2025-02-03,P010,S006,160,63,62,161,0
2025-02-03,P010,S007,203,73,43,233,0
2025-02-03,P010,S008,288,140,87,341,0
2025-02-03,P010,S009,80,39,44,75,0
2025-02-03,P010,S010,126,49,37,138,0
2025-02-03,P010,S011,218,123,98,243,0
2025-02-03,P010,S012,156,63,33,186,0
2025-02-03,P010,S013,249,94,90,253,0
2025-02-03,P010,S014,355,113,75,393,0
2025-02-03,P010,S015,153,54,36,171,0
2025-02-03,P010,S016,323,112,88,347,0
2025-02-03,P010,S017,128,75,50,153,0
2025-02-03,P010,S018,55,50,41,64,0
2025-02-03,P010,S019,180,52,49,183,0
2025-02-03,P010,S020,191,76,46,221,0
2025-02-03,P010,S021,141,77,57,161,0
2025-02-03,P010,S022,101,48,42,107,0
2025-02-03,P010,S023,182,73,74,181,0
2025-02-03,P010,S024,142,44,33,153,0
2025-02-03,P010,S025,286,108,51,343,0
2025-02-03,P010,S026,235,94,76,253,0
2025-02-03,P010,S027,225,113,208,130,0
2025-02-03,P010,S028,81,45,32,94,0
2025-02-03,P010,S029,155,57,58,154,0
2025-02-03,P010,S030,293,99,91,301,0
2025-02-03,P011,S001,503,194,188,509,0
2025-02-03,P011,S002,690,109,268,531,0
2025-02-03,P011,S003,579,247,213,613,0
2025-02-03,P011,S004,559,267,274,552,0
2025-02-03,P011,S005,554,238,210,582,0
2025-02-03,P011,S006,113,32,112,33,0
2025-02-03,P011,S007,191,107,95,203,0
2025-02-03,P011,S008,288,180,175,293,0
2025-02-03,P011,S009,213,122,94,241,0
2025-02-03,P011,S010,214,130,114,230,0
2025-02-03,P011,S011,694,291,201,784,0
2025-02-03,P011,S012,119,133,130,122,0
2025-02-03,P011,S013,476,308,205,579,0
2025-02-03,P011,S014,554,267,210,611,0
2025-02-03,P011,S015,0,122,88,34,0
2025-02-03,P011,S016,442,240,213,469,0
2025-02-03,P011,S017,375,154,117,412,0
2025-02-03,P011,S018,173,91,81,183,0
2025-02-03,P011,S019,278,95,76,297,0
2025-02-03,P011,S020,445,190,129,506,0
2025-02-03,P011,S021,488,182,135,535,0
2025-02-03,P011,S022,218,107,116,209,0
2025-02-03,P011,S023,0,157,140,17,0
2025-02-03,P011,S024,155,78,60,173,0
2025-02-03,P011,S025,462,152,150,464,0
2025-02-03,P011,S026,402,87,169,320,0
2025-02-03,P011,S027,549,271,216,604,0
2025-02-03,P011,S028,137,87,49,175,0
2025-02-03,P011,S029,50,114,113,51,0
2025-02-03,P011,S030,562,168,235,495,0
2025-02-03,P012,S001,240,103,84,259,0
2025-02-03,P012,S002,301,134,101,334,0
2025-02-03,P012,S003,340,142,124,358,0
2025-02-03,P012,S004,309,142,160,291,0
2025-02-03,P012,S005,278,112,90,300,0
2025-02-03,P012,S006,119,58,70,107,0
2025-02-03,P012,S007,40,49,66,23,0
2025-02-03,P012,S008,103,112,79,136,0
2025-02-03,P012,S009,133,20,46,107,0
2025-02-03,P012,S010,54,49,33,70,0
2025-02-03,P012,S011,215,155,145,225,0
2025-02-03,P012,S012,177,84,49,212,0
2025-02-03,P012,S013,105,130,96,139,0
2025-02-03,P012,S014,362,131,102,391,0
2025-02-03,P012,S015,172,47,67,152,0
2025-02-03,P012,S016,309,129,104,334,0
2025-02-03,P012,S017,139,84,73,150,0
2025-02-03,P012,S018,193,46,40,199,0
2025-02-03,P012,S019,39,53,37,55,0
2025-02-03,P012,S020,180,73,86,167,0
2025-02-03,P012,S021,186,86,77,195,0
2025-02-03,P012,S022,133,43,43,133,0
2025-02-03,P012,S023,78,94,81,91,0
2025-02-03,P012,S024,131,44,26,149,0
2025-02-03,P012,S025,257,107,64,300,0
2025-02-03,P012,S026,66,102,81,87,0
2025-02-03,P012,S027,401,77,59,419,0
2025-02-03,P012,S028,48,43,34,57,0
2025-02-03,P012,S029,168,58,44,182,0
2025-02-03,P012,S030,181,105,91,195,0
2025-02-03,P013,S001,200,26,105,121,0
2025-02-03,P013,S002,223,133,86,270,0
2025-02-03,P013,S003,202,136,85,253,0
2025-02-03,P013,S004,63,145,116,92,0
2025-02-03,P013,S005,231,117,107,241,0
2025-02-03,P013,S006,135,64,87,112,0
2025-02-03,P013,S007,157,59,46,170,0
2025-02-03,P013,S008,158,99,70,187,0
2025-02-03,P013,S009,108,50,58,100,0
2025-02-03,P013,S010,108,63,60,111,0
2025-02-03,P013,S011,288,111,78,321,0
2025-02-03,P013,S012,58,72,130,0,1
2025-02-03,P013,S013,248,119,115,252,0
2025-02-03,P013,S014,238,130,97,271,0
2025-02-03,P013,S015,123,23,59,87,0
2025-02-03,P013,S016,69,147,100,116,0
2025-02-03,P013,S017,159,91,66,184,0
2025-02-03,P013,S018,119,46,62,103,0
2025-02-03,P013,S019,128,46,45,129,0
2025-02-03,P013,S020,248,89,68,269,0
2025-02-03,P013,S021,151,96,70,177,0
2025-02-03,P013,S022,169,52,36,185,0
2025-02-03,P013,S023,246,25,81,190,0
2025-02-03,P013,S024,97,33,18,112,0
2025-02-03,P013,S025,222,97,61,258,0
2025-02-03,P013,S026,259,103,99,263,0
2025-02-03,P013,S027,291,134,107,318,0
2025-02-03,P013,S028,55,38,32,61,0
2025-02-03,P013,S029,158,59,44,173,0
2025-02-03,P013,S030,204,82,79,207,0
2025-02-03,P014,S001,62,36,31,67,0
2025-02-03,P014,S002,96,47,32,111,0
2025-02-03,P014,S003,53,50,37,66,0
2025-02-03,P014,S004,56,44,40,60,0
2025-02-03,P014,S005,115,47,46,116,0
2025-02-03,P014,S006,64,21,16,69,0
2025-02-03,P014,S007,55,21,12,64,0
2025-02-03,P014,S008,56,30,25,61,0
2025-02-03,P014,S009,64,19,10,73,0
2025-02-03,P014,S010,62,19,19,62,0
2025-02-03,P014,S011,49,51,49,51,0
2025-02-03,P014,S012,82,23,16,89,0
2025-02-03,P014,S013,92,44,53,83,0
2025-02-03,P014,S014,87,45,53,79,0
2025-02-03,P014,S015,50,21,15,56,0
2025-02-03,P014,S016,65,54,20,99,0
2025-02-03,P014,S017,52,23,24,51,0
2025-02-03,P014,S018,65,18,17,66,0
2025-02-03,P014,S019,68,15,11,72,0
2025-02-03,P014,S020,51,35,21,65,0
2025-02-03,P014,S021,75,11,22,64,0
2025-02-03,P014,S022,79,18,10,87,0
2025-02-03,P014,S023,84,26,20,90,0
2025-02-03,P014,S024,38,12,8,42,0
2025-02-03,P014,S025,83,32,30,85,0
2025-02-03,P014,S026,95,36,36,95,0
2025-02-03,P014,S027,91,15,44,62,0
2025-02-03,P014,S028,54,15,7,62,0
2025-02-03,P014,S029,83,22,13,92,0
2025-02-03,P014,S030,49,33,19,63,0
2025-02-03,P015,S001,307,208,123,392,0
